Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Inventory Policy,Variant Inventory Tracker,Variant Fulfillment Service,Metafield: custom.doctors_take [multi_line_text_field]
avenova-lubricant-eye-drops-twin-pack-15ml-bottles,Avenova Lubricant Eye Drops (Twin Pack) 15ml Bottles,"Can-C Lubricant Eye Drops with N-Acetylcarnosine (2 pack of 5 ml Bottles)
What it is: Avenova Lubricant Eye Drops are the #1 doctor recommended formulation for dry eye relief. They are fast-acting to quickly soothe burning and itching eyes. Active Ingredients are Polyethylene Glycol 400 0.4% and Propylene Glycol 0.3% Lubricant. Combine with daily Avenova lid and lash spray to address the underlying cause of most dry eye – an over growth of bacteria on the lids and lashes.

Instructions:
Instill 1 to 2 drops in the affected eye(s) as needed.",NovaBay,Dry Eye Products,"Eye Drops, Sprays",TRUE,Title,Default Title,DER5647,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/avenova-lubricant-eye-drops-twin-pack-15ml-bottles.png,1,Avenova Lubricant Eye Drops (Twin Pack) 15ml Bottles,FALSE,Avenova Lubricant Eye Drops (Twin Pack) 15ml Bottles | Eye Care Center OC,Avenova Lubricant Eye Drops (Twin Pack) 15ml Bottles,active,continue,shopify,manual,
avenova--complete-kit-hypochlorous-spray-with-nova-wipes-and-2-bottles-of-lubricants,"Avenova Complete Kit, Hypochlorous Spray with Nova Wipes and 2 Bottles of Lubricants","Description Avenova® Hypochlorous Spray Solution, 20 mL Bottle and One Spray Pump, with Nova Wipes and 2 Bottles of Avenova Eye Drops.
What it is: Avenova Hypochlorous is an eyelid and lash cleanser with a soothing formula for effective relief from irritation, dry eyes, styes, and blepharitis.
About Avenova: Tested and Recommended by Ophthalmologists and Optometrists.
Avenova is pure hypochlorous acid (HOCl) product that manages the overpopulation of bacteria and is free of bleach impurities, making it safe and effective for long-term use.
Avenova is designed for the removal of foreign materials including microorganisms and debris on and around the eyelid margins that may be due to Blepharitis, Meibomian Gland Dysfunction (MGD), and Dry Eye. Benefits: Gentle, refreshing, and soothing for everyday eyelid and eyelash hygiene.
Available in a 20 ml glass bottle with a fine mist spray pump included. In laboratory studies, Avenova™ demonstrates:
* Fast antimicrobial time-kill * Fast anti-biofilm activity * Fast anti-toxin activity Instructions:
* Direct Spray Application:
* Wash your hands and remove makeup and/or lotions from around your eyes.
* Close your eyes, apply 2 or 3 sprays of Avenova directly to the top of each eyelid.
* Using a clean cotton pad, gently wipe the base of your upper and lower eyelashes and excess solution before opening your eyes. Ingredients:
* 0.01% Hypochlorous acid in saline. * Active Ingredients: Hypochlorous Acid",NovaBay,Dry Eye Products,"Eye Drops, Eyelid Wipes, Sprays",TRUE,Title,Default Title,DER5648,45,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/avenova--complete-kit-hypochlorous-spray-with-nova-wipes-and-2-bottles-of-lubricants.png,1,"Avenova Complete Kit, Hypochlorous Spray with Nova Wipes and 2 Bottles of Lubricants",FALSE,"Avenova Complete Kit, Hypochlorous Spray with Nova Wipes and 2 Bottles of Lubricants | Eye Care Center OC","Avenova Complete Kit, Hypochlorous Spray with Nova Wipes and 2 Bottles of Lubricants",active,continue,shopify,manual,
avenova--eye-compress,Avenova Dry Eye Microwavable Heat Compress,"


RELIEF FROM BLEPHARITIS, DRY EYE, CRUSTY EYELASHES, ALLERGIES, SINUSES, HEADACHES, IRRITATED, PUFFY, AND ITCHY EYES - This reusable eye mask not only provides effective heat therapy for a host of eye conditions, but it also offers comfort and ease of use.


EASY TO HEAT FOR IRRITATED EYES - Just microwave for 15-20 seconds. Place the warm compress over closed eyes for 15-20 minutes.


SOOTHING, COMFORTABLE DESIGN - Soothing outer covering is easy on the eyes. This mask can even be used without heat for a restful night’s sleep.


WASHABLE AND REUSABLE - This eye compress is reusable and can be hand washed as needed. Comes with a storage pouch to protect the mask.


USE WITH AVENOVA SPRAY - A complementary product to use with Avenova for restoring your eyes natural defenses against tear evaporation. A perfect gift or stocking stuffer!


",NovaBay,Dry Eye Products,"Eye Masks, Sprays",TRUE,Title,Default Title,DER 1129,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/avenova--eye-compress.png,1,Avenova Dry Eye Microwavable Heat Compress,FALSE,Avenova Dry Eye Microwavable Heat Compress | Eye Care Center OC,Avenova Dry Eye Microwavable Heat Compress,active,continue,shopify,manual,
avenova--hypochlorous-spray-solution-20ml-or-40ml-bottles-2-pack-with-novawipes-professional-strength,Avenova Hypochlorous Spray Solution (20ml or 40ml Bottles)  2-Pack with Novawipes (Professional Strength),"Avenova® Hypochlorous Spray Solution, 2 Bottles of the same size, with 1 box of NovaWipes.
What it is: Avenova Hypochlorous is an eyelid and lash cleanser with a soothing formula for effective relief from irritation, dry eyes, styes and blepharitis.
About Avenova: Tested and Recommended by Ophthalmologists and Optometrists. Avenova is pure hypochlorous acid (HOCl) product that manages the overpopulation of bacteria and is free of bleach impurities, making it safe and effective for long-term use. Avenova is designed for the removal of foreign materials including microorganisms and debris on and around the eyelid margins that may be due to Blepharitis, Meibomian Gland Dysfunction (MGD), and Dry Eye.
Benefits: Gentle, refreshing, and soothing for everyday eyelid and eyelash hygiene. Available in a 20 mL glass bottle with a fine mist spray pump included.
In laboratory studies, Avenova™ demonstrates:

Fast antimicrobial time-kill
Fast anti-biofilm activity
Fast anti-toxin activity

Instructions: 

Direct Spray Application: 
Wash your hands and remove makeup and/or lotions from around your eyes. 
Close your eyes, apply 2 or 3 sprays of Avenova directly to the top of each eyelid. 
Using a clean cotton pad, gently wipe the base of your upper and lower eye lashes and excess solution before opening your eyes.

Ingredients: 

0.01% Hypochlorous acid in saline.
Active Ingredients: Hypochlorous Acid
",NovaBay,Dry Eye Products,"Eyelid Wipes, Sprays",TRUE,Title,Default Title,DER777,49.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/avenova--hypochlorous-spray-solution-20ml-or-40ml-bottles-2-pack-with-novawipes-professional-strength.png,1,Avenova Hypochlorous Spray Solution (20ml or 40ml Bottles)  2-Pack with Novawipes (Professional Strength),FALSE,Avenova Hypochlorous Spray Solution (20ml or 40ml Bottles)  2-Pack with Novawipes (Professional Strength) | Eye Care Center OC,Avenova Hypochlorous Spray Solution (20ml or 40ml Bottles)  2-Pack with Novawipes (Professional Strength),active,continue,shopify,manual,
avenova--hypochlorous-spray-solution-with-nova-wipes,Avenova® Hypochlorous Spray Solution (20ml or 40ml Sizes),"Avenova® Hypochlorous Spray Solution, 20 mL Bottle and One Spray Pump
What it is: Avenova Hypochlorous is an eyelid and lash cleanser with a soothing formula for effective relief from irritation, dry eyes, styes and blepharitis.
About Avenova: Tested and Recommended by Ophthalmologists and Optometrists. Avenova is pure hypochlorous acid (HOCl) product that manages the overpopulation of bacteria and is free of bleach impurities, making it safe and effective for long-term use.  Avenova is designed for the removal of foreign materials including microorganisms and debris on and around the eyelid margins that may be due to Blepharitis, Meibomian Gland Dysfunction (MGD), and Dry Eye.
Benefits: Gentle, refreshing, and soothing for everyday eyelid and eyelash hygiene. Available in a 20 mL glass bottle with a fine mist spray pump included.
In laboratory studies, Avenova™ demonstrates:

 Fast antimicrobial time-kill
 Fast anti-biofilm activity
 Fast anti-toxin activity

Instructions: 

Direct Spray Application: 
Wash your hands and remove makeup and/or lotions from around your eyes. 
Close your eyes, apply 2 or 3 sprays of Avenova directly to the top of each eyelid. 
Using a clean cotton pad, gently wipe the base of your upper and lower eye lashes and excess solution before opening your eyes.

Ingredients: 

0.01% Hypochlorous acid in saline.
Active Ingredients: Hypochlorous Acid

",NovaBay,Dry Eye Products,"Eyelid Wipes, Sprays",TRUE,Title,Default Title,DER139,29.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/avenova--hypochlorous-spray-solution-with-nova-wipes.png,1,Avenova® Hypochlorous Spray Solution (20ml or 40ml Sizes),FALSE,Avenova® Hypochlorous Spray Solution (20ml or 40ml Sizes) | Eye Care Center OC,Avenova® Hypochlorous Spray Solution (20ml or 40ml Sizes),active,continue,shopify,manual,
bausch-lomb-opcon-a-eye-drops-for-allergy-relief-15ml,Bausch & Lomb Opcon-A Eye Drops for Allergy Relief 15mL,"
Description





Relieves eye itching and redness
Clinically proven effective
Use for pollen and ragweed



Itching - redness caused by pollen, ragweed, grass, animal hair, and dander. Clinically proven eye allergy relief.
Made in USA
1-800-553-5340.
Adults and children 6 years of age and older: Instill 1 or 2 drops in the affected eye(s) up to 4 times daily. Children under 6 years; ask a doctor.
Store at 20C-25C (68F-77F); Protect from light; Use before expiration date marked on the carton or bottle.


",Bausch & Lomb,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER4436,11.88,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/bausch-lomb-opcon-a-eye-drops-for-allergy-relief-15ml.png,1,Bausch & Lomb Opcon-A Eye Drops for Allergy Relief 15mL,FALSE,Bausch & Lomb Opcon-A Eye Drops for Allergy Relief 15mL | Eye Care Center OC,Bausch & Lomb Opcon-A Eye Drops for Allergy Relief 15mL,active,continue,shopify,manual,
biodegradable-eyelid-wipes-for-eyelid-cleaning-20ct,Biodegradable Eyelid Wipes for Eyelid Cleaning 20ct,"The Eye Doctor Eyelid Wipes are pre-soaked with a sterile, preservative-free saline solution to create an efficient, gentle remedy for daily eyelid hygiene.How do the Eyelid Wipes work?Eyelid Wipes are ideal for cleaning away dirt and debris from the eyelid and eyelashes without irritation. The soap-free, rinse-free formula maintains the lipid layer of the tear film which is essential in reducing tear evaporation. Without this layer, eyes can become very dry and irritated. The Eyelid Wipes should be used twice a day – morning and evening, as part of your eyelid hygiene regime.

Cooling
Soothing
Gently cleans
Refreshing
Suitable for sensitive Eyes

What makes the Eyelid Wipes Biodegradable?
Made from Viscose fibres, our wipes are fully biodegradable in natural environments: in the soil, compost and both fresh or marine water. They will fully convert back to nature and do not require recycling. At The Body Doctor, we recognise that being sustainable is becoming a necessity due to ever-changing perceptions around the world and we are starting to bridge the gap between ‘knowing’ and ‘doing,’ by embracing sustainable products, packaging and practises. We believe our eyelid wipes being biodegradable is a first for the optical industry and we are dedicated to continue this initiative across our whole portfolio, reducing as much impact to the environment as possible.
Ingredients:
0.9% Sodium Chloride solution.",The Eye Doctor,Dry Eye Products,"Eyelid Wipes, Preservative Free",TRUE,Title,Default Title,DER4329,14.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/biodegradable-eyelid-wipes-for-eyelid-cleaning-20ct.png,1,Biodegradable Eyelid Wipes for Eyelid Cleaning 20ct,FALSE,Biodegradable Eyelid Wipes for Eyelid Cleaning 20ct | Eye Care Center OC,Biodegradable Eyelid Wipes for Eyelid Cleaning 20ct,active,continue,shopify,manual,
biotrue-hydration-boost-eye-drops-preservative-free-soft-contact-lens-friendly-for-irritated-and-dry-eyes-10-ml-pack-of-2-600-drops,"Biotrue Hydration Boost Eye Drops, Preservative Free, Soft Contact Lens Friendly for Irritated and Dry Eyes (10 mL), Pack of 2 (600+ Drops)","Highlights



NATURALLY INSPIRED INGREDIENTS: Biotrue Hydration Boost Eye Drops are enhanced with HA (Hyaluronan), Antioxidant, and Electrolyte and provide instant moisture for dry eyes.




INSTANT MOISTURE: For dry, irritated eyes due to screen and environmental stressors.




Special preservative free, multi-dose bottle.




BIOTRUE EYE DROPS: Not only are the Hydration Boost Eye Drops free of preservatives but they are also pH balanced for comfort.




EYE DROPS &amp; MORE: Bausch + Lomb makes eye care products you can trust, from contact lens solutions to eye drops, vitamins, &amp; ointments to help your eyes feel moisturized and protected.

Description
Biotrue uses naturally inspired features in our formulas and bio inspired designs for our contacts – even using some ingredients found naturally in your tears! Because we think your eyes know best when it comes to taking care of themselves. Sometimes they just need a little extra help.

Specifications


Suggested Age:All Ages




Product Warning:Keep out of reach of children




Product Form:Drops




Package Quantity:2




Contact Lens Type:Soft




Net weight:.66 fl oz (US)



TCIN:82244899


UPC:310119022795


Item Number (DPCI):245-09-2686


Origin:Assem USA w/foreign/dom. parts


",Bausch & Lomb,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER4932,29.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/biotrue-hydration-boost-eye-drops-preservative-free-soft-contact-lens-friendly-for-irritated-and-dry-eyes-10-ml-pack-of-2-600-drops.png,1,"Biotrue Hydration Boost Eye Drops, Preservative Free, Soft Contact Lens Friendly for Irritated and Dry Eyes (10 mL), Pack of 2 (600+ Drops)",FALSE,"Biotrue Hydration Boost Eye Drops, Preservative Free, Soft Contact Lens Friendly for Irritated and Dry Eyes (10 mL), Pack of 2 (600+ Drops) | Eye Care Center OC","Biotrue Hydration Boost Eye Drops, Preservative Free, Soft Contact Lens Friendly for Irritated and Dry Eyes (10 mL), Pack of 2 (600+ Drops)",active,continue,shopify,manual,
biotrue-multi-purpose-contact-lens-solution-2-pack,Biotrue Multi-Purpose Contact Lens Solution 2-Pack,"Biotrue Multi-Purpose Contact Lens Solution 2-Pack
What it is: 
Conditions, cleans, removes protein, disinfects, rinses, stores, for soft contact lenses including silicone hydrogel lenses. The world can be tough on your eyes when you wear contact lenses. In a world of less sleep and more computer use it can be difficult for your eyes to stay comfortable and moist, especially when wearing contacts. This product makes wearing contact lenses easier on your eyes. It is easier on your eyes because it works like your eyes.

 Moistens in a way your eyes do
 Fights germs for healthy lens wear
 Prevents tear proteins from denaturing
 Makes wearing lenses easier on your eyes

 pH balanced to match healthy tears
 Kills 99.9% of germs
 
*Our laboratory research shows that Biotrue Multi-Purpose Solution helps keep lenses moist for up to 20 hours.

  Up to 20 hours of moisture*
  Sterile
  Includes lens case
   
Made in USA
100% satisfaction guaranteed. Your satisfaction with Biotrue multi-purpose solution is guaranteed or your money back. If you are not completely satisfied, or need additional product information call 1-800-553-5340. Storage: You may store your lenses up to a maximum of 30 days in the unopened lens case. If stored longer than 30 days between wear, you need to follow the cleaning and disinfecting steps prior to lens insertion. © Bausch &amp; Lomb Incorporated
Show More
Ingredients
Single Hyaluronan, Sulfobetaine, Poloxamine, Boric Acid, Sodium Borate, Edetate Disodium, Sodium Chloride, Polyaminopropyl Biguanide, Polyquaternium
Warnings
Failure to discard solution from lens case after each use or use of water to care for your lenses may lead to contamination resulting in eye injury and potential loss of vision. See enclosed instructions for additional important safety information.

Do not use a heat disinfection regimen. If you are allergic to any ingredient in this product, do not use.

Precautions:

  Always discard solution from lens case after each use
  Keep the bottle tightly closed when not in use
  Store solution at room temperature
  Use before expiration date printed on the carton and bottle
  Discard any remaining solution 90 days after opening
  Keep out of each of children
",Bausch & Lomb,Dry Eye Products,Contact Lens Care,TRUE,Title,Default Title,DER 1117,23.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/biotrue-multi-purpose-contact-lens-solution-2-pack.png,1,Biotrue Multi-Purpose Contact Lens Solution 2-Pack,FALSE,Biotrue Multi-Purpose Contact Lens Solution 2-Pack | Eye Care Center OC,Biotrue Multi-Purpose Contact Lens Solution 2-Pack,active,continue,shopify,manual,
biotrue-multipurpose-contact-lens-solution-travel-kit-2-pack-2x-2oz-60ml,BioTrue Multipurpose Contact Lens Solution Travel Kit 2-Pack (2x 2oz 60mL),"2-Pack of BioTrue Contact Lens Solution
Biotrue Travel Kit with Lens Case, 2 OZ
2 OZ, 0.12 lbs. Item # 771061

HSA/FSA Eligible
Biotrue multi-purpose solution is inspired by the biology of your eyes. It makes wearing lenses easier on your eyes by providing up to 20 hours of mositure. Biotrue kills 99.9% of germs and is pH balanced to match healthy tears. Biotrue cleans, rinses, disinfects, stores and removes protein deposits on soft contacts lenses including silicone hydrogel lenses. 100% satisfaction guaranteed.

A sterile isotonic solution that contains hyaluronan, sulfobetaine, poloxamine, boric acid, sodium borate, edetate disodium and sodium chloride preserved with a dual disinfection system (polyaminolpropyl biguanide .00013% and polyquaternium 0.0001%.
Step 1: Place at least three drops on each side of the lens surface and gently rub for 20 seconds. Step 2 Thoroughly rinse each side of the lens for 5 seconds. Step 3 Place cleaned contact lenses in the case and fill with Biotrue solution. Soak at least four hours before use.
WARNING:
Failure to discard solution from lens case after each use or use of water to care for your lenses may result in contamination resulting in eye injury and potential loss of vision.
",Bausch & Lomb,Dry Eye Products,"Eye Drops, Contact Lens Care",TRUE,Title,Default Title,DER7229,12.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/biotrue-multipurpose-contact-lens-solution-travel-kit-2-pack-2x-2oz-60ml.png,1,BioTrue Multipurpose Contact Lens Solution Travel Kit 2-Pack (2x 2oz 60mL),FALSE,BioTrue Multipurpose Contact Lens Solution Travel Kit 2-Pack (2x 2oz 60mL) | Eye Care Center OC,BioTrue Multipurpose Contact Lens Solution Travel Kit 2-Pack (2x 2oz 60mL),active,continue,shopify,manual,
biotrue-multipurpose-contact-lens-solution-travel-kit-with-case-2oz-60ml,BioTrue Multipurpose Contact Lens Solution Travel Kit with case (2oz 60mL),"Biotrue Travel Kit with Lens Case, 2 OZ
2 OZ, 0.12 lbs. Item # 771061

HSA/FSA Eligible
Biotrue multi-purpose solution is inspired by the biology of your eyes. It makes wearing lenses easier on your eyes by providing up to 20 hours of mositure. Biotrue kills 99.9% of germs and is pH balanced to match healthy tears. Biotrue cleans, rinses, disinfects, stores and removes protein deposits on soft contacts lenses including silicone hydrogel lenses. 100% satisfaction guaranteed.

A sterile isotonic solution that contains hyaluronan, sulfobetaine, poloxamine, boric acid, sodium borate, edetate disodium and sodium chloride preserved with a dual disinfection system (polyaminolpropyl biguanide .00013% and polyquaternium 0.0001%.
Step 1: Place at least three drops on each side of the lens surface and gently rub for 20 seconds. Step 2 Thoroughly rinse each side of the lens for 5 seconds. Step 3 Place cleaned contact lenses in the case and fill with Biotrue solution. Soak at least four hours before use.
WARNING:
Failure to discard solution from lens case after each use or use of water to care for your lenses may result in contamination resulting in eye injury and potential loss of vision.
",Bausch & Lomb,Dry Eye Products,"Eye Drops, Contact Lens Care",TRUE,Title,Default Title,DER9332,8.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/biotrue-multipurpose-contact-lens-solution-travel-kit-with-case-2oz-60ml.png,1,BioTrue Multipurpose Contact Lens Solution Travel Kit with case (2oz 60mL),FALSE,BioTrue Multipurpose Contact Lens Solution Travel Kit with case (2oz 60mL) | Eye Care Center OC,BioTrue Multipurpose Contact Lens Solution Travel Kit with case (2oz 60mL),active,continue,shopify,manual,
blephadex-eyelid-foam-1-month-bottle,Blephadex Eyelid Foam (1 month Bottle),"Blephadex Eyelid Foam Cleanser, 1 Bottle ( 50 mL)
What it is: Blephadex Eyelid Foam soothes itchy eyelids by ameliorate itchy, scratchy and flaky eyelids with a gentle formulation that's ideal for everyday use. Blephadex foam cleanser is formulated with tea tree oil to help treat dryness, plus coconut oil for superior hydration. The robust formula moisturizes, soothes, refreshes and revitalizes the delicate skin of the eyelids. 
Benefits:

Patented blend of tea tree oil and coconut oil
For itchy, scratchy and flaky eyelids
Gentle formula
Tea tree oil foaming cleanser is safe for everyday use
Moisturizes, soothes, refreshes and revives eyelids
For external use only

Instructions:
Wash hands before each use. Close eyes and gently cleanse lids with fingers using lateral side to side strokes. Rinse with water after each application or leave on for best results. Use every day.
Ingredients:
Aqua, Sodium Lauryl Sulfate, Aloe Barbadensis Leaf Juice, Glycerin, Cocamidopropyl Betain, Lauryl Glucoside, Polysorbate 80, Propylene Glycol, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, PEG-7 Glyceryl Cocoate, PEG-40 Hydrogenated Castor Oil, Cellulose Gum, Melaleuca Alternifolia (Tea Tree) Oil, Caprylic/Capric Triglyceride (Coconut) Oil, Citric Acid
",Lunovus,Dry Eye Products,Cleansers,TRUE,Title,Default Title,DER262,22.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/blephadex-eyelid-foam-1-month-bottle.png,1,Blephadex Eyelid Foam (1 month Bottle),FALSE,Blephadex Eyelid Foam (1 month Bottle) | Eye Care Center OC,Blephadex Eyelid Foam (1 month Bottle),active,continue,shopify,manual,
blephadex-eyelid-wipes-2-month-supply-2-boxes-of-30-2-pack,"Blephadex Eyelid Wipes (2 Month Supply, 2 Boxes of 30) 2-Pack","Blephadex Eyelid Wipes (2 Month Supply, 2 Boxes of 30) 2-Pack
What it is:  Blephadex Eyelid Wipes soothes, cleans and moisturizes while removing excessive oils and debris.
Benefits:


Wipes packed with powerful essential oils like Coconut Oil and Tea Tree Oil which can moisturize and soothe your itchy eyelids comfortable, with no burning sensation.


Made in the USA coming out of FDA Inspected, and GMP Compliant facilities, so that you know you're getting the best eyelid wipes for people there are!


Useful as blepharitis eye wipes to soothe red, itchy, irritated eyes!


Makeup Remover eye wipes are a great option for removing your makeup, can be carried with your anywhere in your purse, and are easy to use to wash off your makeup, without any pain or irritation!


Effective eye cleaner, taking care of all the debris, oils, and dirt that has been building up around your eyes, which is an important part of a facial beauty routine. Also is effective as demodex eye wipes, killing the mites and refreshing your eyes.


Instructions: 


Wash hands before use; Close eye and gently cleanse eyelids using side-to-side strokes; Use one every day.


Ingrdients: 
Water, coconut oil, glycerol, aole barbadenis gel, sodium lauryl sulfate, cocamidoproply betaine, DMDM hydantoin, lauryl glucoside, melaleuca alternifolia (Tea Tree) leaf oil",Lunovus,Dry Eye Products,Eyelid Wipes,TRUE,Title,Default Title,DER5537,39.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/blephadex-eyelid-wipes-2-month-supply-2-boxes-of-30-2-pack.png,1,"Blephadex Eyelid Wipes (2 Month Supply, 2 Boxes of 30) 2-Pack",FALSE,"Blephadex Eyelid Wipes (2 Month Supply, 2 Boxes of 30) 2-Pack | Eye Care Center OC","Blephadex Eyelid Wipes (2 Month Supply, 2 Boxes of 30) 2-Pack",active,continue,shopify,manual,
blephadex-eyelid-wipes-box-of-30,Blephadex Eyelid Wipes (1 month Box of 30),"Blephadex Eyelid Wipes With Tea Tree and Coconut Oil, 30 Individually Wrapped Wipes (Single Box)
What it is: Blephadex Eyelid Wipes soothes, cleans and moisturizes while removing excessive oils and debris. 
Benefits: 


Wipes packed with powerful essential oils like Coconut Oil and Tea Tree Oil which can moisturize and soothe your itchy eyelids comfortable, with no burning sensation.


Made in the USA coming out of FDA Inspected, and GMP Compliant facilities, so that you know you're getting the best eyelid wipes for people there are!


Useful as blepharitis eye wipes to soothe red, itchy, irritated eyes!


Makeup Remover eye wipes are a great option for removing your makeup, can be carried with your anywhere in your purse, and are easy to use to wash off your makeup, without any pain or irritation!


Effective eye cleaner, taking care of all the debris, oils, and dirt thats been building up around your eyes, which is an important part of a facial beauty routine. Also is effective as demodex eye wipes, killing the mites and refreshing your eyes.


Instructions:


Wash hands before use; Close eye and gently cleanse eyelids using side-to-side strokes; Use one everyday.


Ingredients:
Water, coconut oil, glycerol, aole barbadenis gel, sodium lauryl sulfate, cocamidoproply betaine, DMDM hydantoin, lauryl glucoside, melaleuca alternifolia (Tea Tree) leaf oil

",Lunovus,Dry Eye Products,Eyelid Wipes,TRUE,Title,Default Title,DER253,22.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/blephadex-eyelid-wipes-box-of-30.png,1,Blephadex Eyelid Wipes (1 month Box of 30),FALSE,Blephadex Eyelid Wipes (1 month Box of 30) | Eye Care Center OC,Blephadex Eyelid Wipes (1 month Box of 30),active,continue,shopify,manual,
