Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Variant Inventory Qty,Metafield: custom.doctors_take [multi_line_text_field]
thermoeyes-instant-replacement-kit-4-total-inserts-and-2-white-pockets,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/thermoeyes-instant-replacement-kit-cir-b-465051.png?v=1696548162,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
natural-preservative-free-eye-drops-for-dryness-by-sunnie-11ml-bottle-330-drops,"Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL Bottle (330+ Drops)","<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Sunnie Natural Dryness Formula</span></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text""><span>· Euphrasia </span>- reduces dryness and irritation, soothes ocular tissue, helpful for allergies and inflammation<br><br><span>· Belladonna </span>- for severe dryness and sudden onset of red, hot, burning, or itchy eyes<br><br><span>· Hyaluronic Acid </span>- “nature’s moisture molecule” binds and retains water, reduces tear evaporation</span></p>
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Natural Plant-Based Formulas</span></h3>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Hyaluronic Acid</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Hypromellose</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Plant-based artificial tears. Relieves dryness and irritation while helping to lubricate, irrigate, and protect the eye’s surface.</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Homeopathically Medicated</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.</span></p>
<p data-pf-type=""Paragraph""></p>
<h3 data-pf-type=""Heading""><strong><span data-pf-type=""Text"">Your Daily Ritual</span></strong></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Protect your eyes from the stresses of modern life and stimulate your natural healing process</span></p>
<div data-pf-type=""Block"">
<div data-pf-type=""Image""></div>
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Apply</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Tilt your head back and look at the blue dot</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Image""></div>
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Rest</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Relax and close your eyelids for 30 seconds</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Image""></div>
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong>Open</strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Blink the drops away and face the day with a fresh outlook</span></p>
<p data-pf-type=""Paragraph""></p>
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Better for You, Better for Nature</span></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature takes good care of us, so we do our best to return the favor.</span></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">· Plant-based ingredients<br>· Eco-friendly cardboard tube · Recycled bubble packaging<br>· 8 times less plastic used*<br>· 25 times less drug waste*<br>· 9 times less transportation energy use*</span></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">*Based on a month’s usage of a drop per eye, twice per day</span></p>
</div>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Eye Drops,"custom dry eye kits, Eye Drops, Kopy, PF Multidose, Preservative-Free, Quickshop, Retail Product, Sunnie, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER8800,0.0,shopify,continue,manual,21.95,25.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-dry-eye-cir-a-475670.png?v=1696548159,1,"Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",false,"Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL","Buy Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL Bottle (330+ Drops) online. Doctor recommended dry eye relief.",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-dry-eye-cir-a-475670.png?v=1696548159,kg,,,active,10,
natural-preservative-free-eye-drops-for-dryness-by-sunnie-11ml-bottle-330-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-dry-eye-cir-b-533306.png?v=1696548159,2,"Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
natural-preservative-free-eye-drops-for-dryness-by-sunnie-11ml-bottle-330-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-dry-eye-cir-c-496069.png?v=1696548159,3,"Natural Preservative Free Eye Drops for Dryness by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
natural-preservative-free-eye-drops-for-digital-eye-strain-by-sunnie-11ml-bottle-330-drops,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops)","<div data-show-button=""true"" data-more="""" data-less="""" data-product-type=""content"" data-product-id=""6192259825823"" data-pf-type=""ProductDescription"" data-loaded-des=""true"">
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Sunnie Natural Digital Eye Strain Formula</span></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text""><b>· Senega Officinalis</b>- helpful for cataracts, the sensation of foreign objects, tired eyes, and light sensitivity<br><br><span>· Ruta Graveolens </span>- for strained ligaments from computers or close-up work, painful, hot, red eyes, and headache<br><br><span>· Conium Maculatum </span>- temporary relief from blurred vision, tearing, aching, lights sensitivity, swelling, and red tinge<br><br><span>· Hypromellose Propylene Glycol </span>- plant-based cellulose forms artificial tears to moisten and protect the eye surface</span></p>
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Natural Plant-Based Formulas</span></h3>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Hyaluronic Acid</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Hypromellose</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Plant-based artificial tears. Relieves dryness and irritation while helping to lubricate, irrigate, and protect the eye’s surface.</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Homeopathically Medicated</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.</span></p>
</div>
</div>
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Your Daily Ritual</span></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Protect your eyes from the stresses of modern life and stimulate your natural healing process</span></p>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Apply</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Tilt your head back and look at the blue dot</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Rest</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Relax and close your eyelids for 30 seconds</span></p>
</div>
</div>
<div data-pf-type=""Block"">
<div data-pf-type=""Block"">
<p data-pf-type=""Paragraph""><strong><span data-pf-type=""Text"">Open</span></strong></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Blink the drops away and face the day with a fresh outlook</span></p>
<h3 data-pf-type=""Heading""><span data-pf-type=""Text"">Better for You, Better for Nature</span></h3>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">Nature takes good care of us, so we do our best to return the favor.</span></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">· Plant-based ingredients<br>· Eco-friendly cardboard tube · Recycled bubble packaging<br>· 8 times less plastic used*<br>· 25 times less drug waste*<br>· 9 times less transportation energy use*</span></p>
<p data-pf-type=""Paragraph""><span data-pf-type=""Text"">*Based on a month’s usage of a drop per eye, twice per day</span></p>
</div>
</div>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Eye Drops,"custom dry eye kits, Eye Drops, Kopy, PF Multidose, Preservative-Free, Quickshop, Retail Product, Sunnie, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER8802,0.0,shopify,continue,manual,21.95,25.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-digital-eye-strain-cir-a-170500.png?v=1696548158,1,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",false,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie,","Buy Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops) online. Doctor recommended dry eye relief.",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-digital-eye-strain-cir-a-170500.png?v=1696548158,kg,,,active,10,
natural-preservative-free-eye-drops-for-digital-eye-strain-by-sunnie-11ml-bottle-330-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-digital-eye-strain-cir-b-242946.png?v=1696548158,2,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
natural-preservative-free-eye-drops-for-digital-eye-strain-by-sunnie-11ml-bottle-330-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/sunnie-natural-pf-eye-drops-digital-eye-strain-cir-c-579772.png?v=1696548158,3,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops) - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
nordic-naturals-proomega-gummy-chews-no-sugar-54-pack,"Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack","<div>
<h2>Description</h2>
</div>
<div>
<div>
<ul>
<li>Nordic Naturals ProOmega Gummy Chews offer concentrated levels of omega-3s for high-intensity essential fatty acid support.</li>
</ul>
<ul>
<li>Omega-3s EPA and DHA help modulate immune function, promote brain health, and support healthy heart function. Certified sustainable, superior absorption, no fishy aftertaste.</li>
</ul>
<ul>
<li>Every batch of Nordic Naturals fish oil is tested by a third-party certified lab for environmental toxins, including heavy metals. All fish oils are in the triglyceride form and surpass the strictest international standards for purity and freshness.</li>
</ul>
<p><strong>Supplement Facts</strong></p>
<p>Serving Size: 2 Gummy Chews</p>
<p>Amount Per Serving ... % Daily Value¹**</p>
<p>Calories ... 15</p>
<p>Total Fat ... 1.5 g ... 2%</p>
<p>Total Carbohydrate ... &lt;1 g ... &lt;1%</p>
<p>Sugar Alcohol ... &lt;1 g ... †</p>
<p>Sodium ... 20 mg ... 1%</p>
<p>Total Omega-3s♢ ... 1200 mg ... †</p>
<p>EPA (Eicosapentaenoic Acid) ... 600 mg ... †</p>
<p>DHA (Docosahexaenoic Acid) ... 450 mg ... †</p>
<p>**Percent Daily Values are based on a 2,000 calorie diet.</p>
<p>†Daily Value not established.</p>
<p>♢Includes EPA, DHA, and Other Omega-3s.</p>
<p>¹ Daily Value (DV) for adults and children over 4 years of age.</p>
<p><strong>Ingredients:</strong></p>
<p>Purified deep sea fish oil (from anchovies and sardines), purified water, xylitol, fish gelatin (from striped pangasius and tilapia), erythritol, glycerol, sodium citrate, natural flavors, gum acacia, citric acid, ascorbic acid, paprika extract (for color), stevia extract (steviol glycosides).</p>
<p>No gluten, milk derivatives, or artificial colors or flavors. Not a reduced calorie food.</p>
<p><strong>Suggested Use:</strong></p>
<p>Adults take two gummies daily, with food, or as directed by your health care professional.</p>
<p>Store in a cool, dry place, away from sunlight. Do not take if tamper-evident seal is broken or missing. Keep out of reach of children.</p>
<p><strong>Warning:</strong></p>
<p>Consult with your physician before taking this product if you are pregnant or lactating, have a known medical condition, or are taking medications.</p>
</div>
</div>",Eyecare Center - Keratoconus,,,"Kopy, Nordic Naturals, Omega Vitamins, Vitamins, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER6654,0.0,shopify,continue,manual,37.95,49.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nordic-naturals-pro-omega-gummy-chews-cir-a-438838.png?v=1696548158,1,"Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack - Dry Eye Treatment",false,"Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack","Buy Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack online. Doctor recommended dry eye relief.",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nordic-naturals-pro-omega-gummy-chews-cir-a-438838.png?v=1696548158,kg,,,active,10,
nordic-naturals-proomega-gummy-chews-no-sugar-54-pack,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nordic-naturals-pro-omega-gummy-chews-cir-b-727751.png?v=1696548158,2,"Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
nordic-naturals-proomega-gummy-chews-no-sugar-54-pack,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nordic-naturals-pro-omega-gummy-chews-cir-c-950123.png?v=1696548158,3,"Nordic Naturals ProOmega Gummy Chews, No Sugar, 54 Pack - Dry Eye Treatment",,,,,,,,,,,,,,,,,,,,,,active,10,
ocusoft-lid-scrub-plus-foam-for-advanced-dry-eye-50ml-bottle,Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle),"<ul class=""accordion pl15"" data-reactid=""2"">
<li id=""prodDesc"" class="""" data-reactid=""3"">
<h2 class=""font__sixteen"" data-reactid=""5"">Description</h2>
<div class=""inner show"" data-reactid=""6"">
<div class=""view-more-content__height wag-accordion-tab-content open"" data-reactid=""7"">
<div data-reactid=""8"">
<ul class=""wag-list-show ml15 mb20 "" data-reactid=""9"">
<ul>
<li value=""2"">Cleans, moisturizes &amp; refreshes</li>
<li value=""3"">Effectively relieves irritation</li>
</ul>
</ul>
</div>
<div data-reactid=""10"">
<p>Extra Strength<br>Pre-Lathered For Ready Use</p>
<ul>
<li>Soothes, Relieves Irritation</li>
<li>Removes Contaminants</li>
<li>Proven Mild Formula</li>
<li>Cleans, Moisturizes and Refreshes</li>
<li>Ideal For Use in the Shower</li>
<li>Economical Formula</li>
</ul>
<p>""Leave-On"" Formula combines a low-level, proprietary preservative blend that effectively relieves irritation by removing oil, debris, and other contaminants.  This clinically proven, laboratory tested formula is safe and effective for lid hygiene.</p>
<p>Made in USA</p>
<p>Remove contact lenses prior to use.  First, wash and clean hands.  Pump desired amount of OcuSoft Lid Scrub Plus Foam onto a clean, lint-free washcloth, or fingertip (persons with long fingernails should use caution if using fingertip application).  Close the eye and gently cleanse lids using lateral side to side strokes.  Rinse (or leave on if directed).  Avoid touching the eye directly.</p>
<p>Pre-lathered for ready use</p>
</div>
</div>
</div>
</li>
<li id=""Ingredients"" class="""" data-reactid=""14"">
<h2 class=""font__sixteen"" data-reactid=""16"">Ingredients</h2>
<div class=""inner"" data-reactid=""17"">
<div class="""" data-reactid=""18"">
<div data-reactid=""19"">
<div data-reactid=""20"">
<div data-reactid=""22"">
<div data-reactid=""23""><span data-reactid=""24"">Water, Cocamidopropyl Hydroxysultaine, Sodium Trideceth Sulfate, Disodium Lauroamphodiacetate, Sorbitan Laurate, Sodium Laureth 13 Carboxylate, Sodium Chloride, PEG 15 Cocopolyamine, Quaternium 15, PEG 150 Distearate</span></div>
</div>
</div>
</div>
</div>
</div>
</li>
</ul>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"Eyelid Cleansers, Foam, Kopy, Ocusoft, Quickshop, Retail Product, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER1130,0.0,shopify,continue,manual,15.95,19.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocusoft-lid-scrub-plus-foam-cir-a-2_a9297de8-6db1-4afa-9d08-5d60dfe3e33b-809470.png?v=1696548158,1,Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle) - Dry Eye Treatment,false,Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle),Buy Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocusoft-lid-scrub-plus-foam-cir-a-2_a9297de8-6db1-4afa-9d08-5d60dfe3e33b-809470.png?v=1696548158,kg,,,active,10,
ocusoft-lid-scrub-plus-foam-for-advanced-dry-eye-50ml-bottle,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocusoft-lid-scrub-plus-foam-cir-b_a760b35c-7706-4277-b0f8-8cb52980ca21-934748.png?v=1696548158,2,Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
ocusoft-lid-scrub-plus-foam-for-advanced-dry-eye-50ml-bottle,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocusoft-lid-scrub-plus-foam-cir-c_72117ac9-ec81-43b6-8174-b0e232764a4e-972433.png?v=1696548158,3,Ocusoft Lid Scrub Plus Foam for Advanced Dry Eye (50ml bottle) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
optase-allegro-eye-drops-for-allergy-related-dry-eye-symptoms-10ml,Optase Allegro Eye Drops for allergy related dry eye symptoms (10mL),"<p><span>OPTASE® ALLEGRO Eye Drops</span><span> are an innovative and fast-acting formulation for allergy related dry eye symptoms.<br><br></span></p>
<div>
<span>•0.35% </span><span>Hydroxyethyl Cellulose* &amp; Ectoin**</span>
</div>
<div>
<span>•</span>Preservative Free<span>Multidose</span>
</div>
<div>
<span>•</span>3 Month Sterility<span>from opening</span>
</div>
<div>
<span>•</span><span>Contact </span><span>Lens Compatible</span>
</div>
<div>
<span>•</span><span>300 Doses</span>
</div>
<div>
<span>•</span><span>Drug &amp; Antihistamine Free</span>
</div>
<div>
<strong>Directions:</strong><br>Put one or two drops in the<br>affected eyes as needed.</div>
<div>
<div>
<div data-sectioncode=""55106-9""></div>
<div data-sectioncode=""50565-1"">
<p><strong>Keep out of reach of children.</strong><br>If swallowed get medical<br>help or contact a poison<br>control center right away.</p>
</div>
<div data-sectioncode=""51727-6"">
<p><strong>Inactive ingredients: </strong></p>
<p>Citric Acid,<br>Ectoin, Purified Water, Sodium<br>Chloride, Trisodium Citrate Dihydrate.</p>
</div>
<div data-sectioncode=""34071-1"">
<p><strong>Warning</strong><br>• For external use only.<br>• If solution changes color or<br>becomes cloudy, do not use.</p>
<p>To avoid contamination, do not touch tip to any surface. After use, shake the bottle downwards in order to remove<br>any residual drop that may be left.<br>Replace cap after using.</p>
<p><br><strong>Stop use and ask doctor if</strong><br>• You feel eye pain.<br>• Changes in vision occur.<br>• Redness or irritation of the eye lasts.<br>• Condition worsens or lasts more than 72 hours</p>
</div>
<div data-sectioncode=""34067-9"">
<br>
<p><strong>Uses</strong><br>• For use as a lubricant to prevent further irritation.<br>• May be used as a protectant against further irritation.<br>• To relieve dryness of the eye.</p>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Allergy,"Allergy, Allgeries, Cold Mask, Cooling, Kopy, Optase, Sinuses, Volume_discount, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER6648,0.0,shopify,continue,manual,22.95,24.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-allergo-eye-drops-cir-a-129541.png?v=1696548158,1,,false,Optase Allegro Eye Drops for allergy related dry eye symptoms (10mL),"OPTASE® ALLEGRO Eye Drops are an innovative and fast-acting formulation for allergy related dry eye symptoms.

•0.35% Hydroxyethyl Cellulose* &amp; Ectoin**


•Preservative FreeMultidose


•3 Month Sterilityfrom opening


•Contact Lens Compatible


•300 Doses


•Drug &amp; Antihistamine Free


Direc",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-allergo-eye-drops-cir-a-129541.png?v=1696548158,kg,,,active,10,
optase-allegro-eye-drops-for-allergy-related-dry-eye-symptoms-10ml,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-allergo-eye-drops-cir-b-959198.png?v=1696548158,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
optase-allegro-eye-drops-for-allergy-related-dry-eye-symptoms-10ml,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-allergo-eye-drops-cir-c-887682.png?v=1696548158,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
